mal_id,url,trailer,title,title_japanese,type,source,episodes,status,aired,duration,rating,score,members,favorites,genres,start_date
38000,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,https://www.youtube-nocookie.com/embed/6vMuWuWlW4I?enablejsapi=1&wmode=opaque&autoplay=1,Kimetsu no Yaiba,鬼滅の刃,TV,Manga,26.0,Finished Airing,"Apr 6, 2019 to Sep 28, 2019",23 min per ep,R - 17+ (violence & profanity),8.42,3340718,94036,"Action, Award Winning, Supernatural",
45556,https://myanimelist.net/anime/45556/Wu_Liuqi__Xuanwu_Guo_Pian,,Wu Liuqi: Xuanwu Guo Pian,伍六七之玄武国篇,ONA,Original,10.0,Finished Airing,"Jan 21, 2021 to May 5, 2021",16 min per ep,R - 17+ (violence & profanity),8.42,80590,876,"Action, Adventure, Comedy, Drama, Mystery",
61930,https://myanimelist.net/anime/61930/Uma_Musume__Cinderella_Gray_Part_2,https://www.youtube-nocookie.com/embed/9xGGAYRtDAA?enablejsapi=1&wmode=opaque&autoplay=1,Uma Musume: Cinderella Gray Part 2,ウマ娘 シンデレラグレイ 第2クール,TV,Manga,10.0,Currently Airing,"Oct 5, 2025 to ?",23 min per ep,PG-13 - Teens 13 or older,8.41,28131,95,"Drama, Sports",
50250,https://myanimelist.net/anime/50250/Chiikawa,https://www.youtube-nocookie.com/embed/m4yfCS_YBUU?enablejsapi=1&wmode=opaque&autoplay=1,Chiikawa,ちいかわ,TV,Web manga,,Currently Airing,"Apr 4, 2022 to ?",1 min,G - All Ages,8.41,13307,412,Slice of Life,
33255,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan,https://www.youtube-nocookie.com/embed/RChRfCHWsOI?enablejsapi=1&wmode=opaque&autoplay=1,Saiki Kusuo no Ψ-nan,斉木楠雄のΨ難,TV,Manga,120.0,Finished Airing,"Jul 4, 2016 to Dec 26, 2016",5 min per ep,PG-13 - Teens 13 or older,8.41,1214320,32879,Comedy,
34612,https://myanimelist.net/anime/34612/Saiki_Kusuo_no_Ψ-nan_2,https://www.youtube-nocookie.com/embed/Aha1TjvvEUs?enablejsapi=1&wmode=opaque&autoplay=1,Saiki Kusuo no Ψ-nan 2,斉木楠雄のΨ難 2,TV,Manga,24.0,Finished Airing,"Jan 17, 2018 to Jun 27, 2018",24 min per ep,PG-13 - Teens 13 or older,8.41,701327,4382,Comedy,
2246,https://myanimelist.net/anime/2246/Mononoke,,Mononoke,モノノ怪,TV,Original,12.0,Finished Airing,"Jul 13, 2007 to Sep 28, 2007",22 min per ep,R - 17+ (violence & profanity),8.41,359009,9052,"Horror, Mystery, Supernatural, Suspense",
49722,https://myanimelist.net/anime/49722/Karakai_Jouzu_no_Takagi-san_Movie,https://www.youtube-nocookie.com/embed/PesTvkh1nh4?enablejsapi=1&wmode=opaque&autoplay=1,Karakai Jouzu no Takagi-san Movie,からかい上手の高木さん,Movie,Manga,1.0,Finished Airing,"Jun 10, 2022",1 hr 13 min,PG-13 - Teens 13 or older,8.41,90823,763,Romance,10.06.2022
36885,https://myanimelist.net/anime/36885/Saenai_Heroine_no_Sodatekata_Fine,https://www.youtube-nocookie.com/embed/9LDEKv0l4j0?enablejsapi=1&wmode=opaque&autoplay=1,Saenai Heroine no Sodatekata Fine,冴えない彼女の育てかた Fine,Movie,Light novel,1.0,Finished Airing,"Oct 26, 2019",1 hr 54 min,PG-13 - Teens 13 or older,8.41,200431,2739,"Comedy, Romance",26.10.2019
38040,https://myanimelist.net/anime/38040/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Movie__Kurenai_Densetsu,https://www.youtube-nocookie.com/embed/Q4FQUMcYqiQ?enablejsapi=1&wmode=opaque&autoplay=1,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,映画 この素晴らしい世界に祝福を！紅伝説,Movie,Light novel,1.0,Finished Airing,"Aug 30, 2019",1 hr 30 min,PG-13 - Teens 13 or older,8.41,861624,5009,"Adventure, Comedy, Fantasy",30.08.2019
55888,https://myanimelist.net/anime/55888/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu_Part_2,https://www.youtube-nocookie.com/embed/L5broLUI1m4?enablejsapi=1&wmode=opaque&autoplay=1,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,無職転生 II ～異世界行ったら本気だす～ (第2クール),TV,Light novel,12.0,Finished Airing,"Apr 8, 2024 to Jul 1, 2024",23 min per ep,R - 17+ (violence & profanity),8.4,528467,4410,"Adventure, Drama, Fantasy, Ecchi",
55809,https://myanimelist.net/anime/55809/Xian_Ni,,Xian Ni,仙逆,ONA,Novel,128.0,Currently Airing,"Sep 25, 2023 to ?",25 min per ep,PG-13 - Teens 13 or older,8.4,9063,243,"Action, Adventure, Fantasy",
